[egoonet]2013-08-19 16:27:05,778 DEBUG main org.jboss.logging Logging Provider: org.jboss.logging.Log4jLoggerProvider
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [hilo] -> [org.hibernate.id.TableHiLoGenerator]
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.SequenceGenerator]
[egoonet]2013-08-19 16:27:21,415 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[egoonet]2013-08-19 16:27:21,431 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[egoonet]2013-08-19 16:27:21,431 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[egoonet]2013-08-19 16:27:21,431 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[egoonet]2013-08-19 16:27:21,431 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[egoonet]2013-08-19 16:27:21,431 DEBUG main org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[egoonet]2013-08-19 16:27:21,431 INFO main org.hibernate.cfg.Configuration HHH000044: Configuring from URL: file:/D:/CODE/workspace/callcenter/bin/hibernate.cfg.xml
[egoonet]2013-08-19 16:27:21,524 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Trying to resolve system-id [http://hibernate.sourceforge.net/hibernate-configuration-3.0.dtd]
[egoonet]2013-08-19 16:27:21,540 WARN main org.hibernate.internal.util.xml.DTDEntityResolver HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
[egoonet]2013-08-19 16:27:21,540 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Attempting to resolve on classpath under org/hibernate/
[egoonet]2013-08-19 16:27:21,540 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Located [http://hibernate.sourceforge.net/hibernate-configuration-3.0.dtd] in classpath
[egoonet]2013-08-19 16:27:21,556 DEBUG main org.hibernate.cfg.Configuration hibernate.dialect=org.hibernate.dialect.OracleDialect
[egoonet]2013-08-19 16:27:21,556 DEBUG main org.hibernate.cfg.Configuration hibernate.connection.useUnicode=true
[egoonet]2013-08-19 16:27:21,556 DEBUG main org.hibernate.cfg.Configuration hibernate.connection.characterEncoding=utf8
[egoonet]2013-08-19 16:27:21,556 DEBUG main org.hibernate.cfg.Configuration hibernate.use_sql_comments=true
[egoonet]2013-08-19 16:27:21,556 DEBUG main org.hibernate.cfg.Configuration hibernate.show_sql=true
[egoonet]2013-08-19 16:27:21,556 DEBUG main org.hibernate.cfg.Configuration Session-factory config [null] named resource [com/egoonet/callcenter/model/Agent.hbm.xml] for mapping
[egoonet]2013-08-19 16:27:21,556 INFO main org.hibernate.cfg.Configuration HHH000221: Reading mappings from resource: com/egoonet/callcenter/model/Agent.hbm.xml
[egoonet]2013-08-19 16:27:21,587 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Trying to resolve system-id [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd]
[egoonet]2013-08-19 16:27:21,587 WARN main org.hibernate.internal.util.xml.DTDEntityResolver HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
[egoonet]2013-08-19 16:27:21,587 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Attempting to resolve on classpath under org/hibernate/
[egoonet]2013-08-19 16:27:21,587 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Located [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd] in classpath
[egoonet]2013-08-19 16:27:21,602 DEBUG main org.hibernate.cfg.Configuration Session-factory config [null] named resource [com/egoonet/callcenter/model/AgentGroup.hbm.xml] for mapping
[egoonet]2013-08-19 16:27:21,602 INFO main org.hibernate.cfg.Configuration HHH000221: Reading mappings from resource: com/egoonet/callcenter/model/AgentGroup.hbm.xml
[egoonet]2013-08-19 16:27:21,602 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Trying to resolve system-id [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd]
[egoonet]2013-08-19 16:27:21,618 WARN main org.hibernate.internal.util.xml.DTDEntityResolver HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
[egoonet]2013-08-19 16:27:21,618 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Attempting to resolve on classpath under org/hibernate/
[egoonet]2013-08-19 16:27:21,618 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Located [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd] in classpath
[egoonet]2013-08-19 16:27:21,634 DEBUG main org.hibernate.cfg.Configuration Session-factory config [null] named resource [com/egoonet/callcenter/model/AgentQueue.hbm.xml] for mapping
[egoonet]2013-08-19 16:27:21,634 INFO main org.hibernate.cfg.Configuration HHH000221: Reading mappings from resource: com/egoonet/callcenter/model/AgentQueue.hbm.xml
[egoonet]2013-08-19 16:27:21,634 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Trying to resolve system-id [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd]
[egoonet]2013-08-19 16:27:21,634 WARN main org.hibernate.internal.util.xml.DTDEntityResolver HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
[egoonet]2013-08-19 16:27:21,634 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Attempting to resolve on classpath under org/hibernate/
[egoonet]2013-08-19 16:27:21,634 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Located [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd] in classpath
[egoonet]2013-08-19 16:27:21,649 DEBUG main org.hibernate.cfg.Configuration Session-factory config [null] named resource [com/egoonet/callcenter/model/StatData.hbm.xml] for mapping
[egoonet]2013-08-19 16:27:21,649 INFO main org.hibernate.cfg.Configuration HHH000221: Reading mappings from resource: com/egoonet/callcenter/model/StatData.hbm.xml
[egoonet]2013-08-19 16:27:21,649 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Trying to resolve system-id [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd]
[egoonet]2013-08-19 16:27:21,649 WARN main org.hibernate.internal.util.xml.DTDEntityResolver HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
[egoonet]2013-08-19 16:27:21,649 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Attempting to resolve on classpath under org/hibernate/
[egoonet]2013-08-19 16:27:21,649 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Located [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd] in classpath
[egoonet]2013-08-19 16:27:21,665 DEBUG main org.hibernate.cfg.Configuration Session-factory config [null] named resource [com/egoonet/callcenter/model/Region.hbm.xml] for mapping
[egoonet]2013-08-19 16:27:21,665 INFO main org.hibernate.cfg.Configuration HHH000221: Reading mappings from resource: com/egoonet/callcenter/model/Region.hbm.xml
[egoonet]2013-08-19 16:27:21,680 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Trying to resolve system-id [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd]
[egoonet]2013-08-19 16:27:21,680 WARN main org.hibernate.internal.util.xml.DTDEntityResolver HHH000223: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/. Use namespace http://www.hibernate.org/dtd/ instead. Refer to Hibernate 3.6 Migration Guide!
[egoonet]2013-08-19 16:27:21,680 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Attempting to resolve on classpath under org/hibernate/
[egoonet]2013-08-19 16:27:21,680 DEBUG main org.hibernate.internal.util.xml.DTDEntityResolver Located [http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd] in classpath
[egoonet]2013-08-19 16:27:21,680 INFO main org.hibernate.cfg.Configuration HHH000041: Configured SessionFactory: null
[egoonet]2013-08-19 16:27:21,680 DEBUG main org.hibernate.cfg.Configuration Properties: {java.runtime.name=Java(TM) SE Runtime Environment, sun.boot.library.path=C:\Program Files\Java\jre6\bin, java.vm.version=20.45-b01, hibernate.connection.useUnicode=true, java.vm.vendor=Sun Microsystems Inc., java.vendor.url=http://java.sun.com/, path.separator=;, java.vm.name=Java HotSpot(TM) Client VM, file.encoding.pkg=sun.io, user.country=CN, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=, java.vm.specification.name=Java Virtual Machine Specification, user.dir=D:\CODE\workspace\callcenter, java.runtime.version=1.6.0_45-b06, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, hibernate.current_session_context_class=org.springframework.orm.hibernate4.SpringSessionContext, java.endorsed.dirs=C:\Program Files\Java\jre6\lib\endorsed, os.arch=x86, java.io.tmpdir=C:\Users\jet\AppData\Local\Temp\, line.separator=
